created_at,full_text,in_reply_to_screen_name,lang,tweet_url,label,word_count,text_svm,text_bert,label_id
Wed Jan 25 15:50:10 +0000 2023,@CommuterLine @tanyakanrl Jgn tunggu orang meninggal atau cacad baru diperbaiki min. gercep itu bahaya bgt. Safety itu yg diutamakan,CommuterLine,in,https://x.com/undefined/status/1618275042273677313,Keamanan,19,jgn tunggu orang tinggal cacad baru baik admin gercep bahaya banget safety yang utama,jgn tunggu orang meninggal atau cacad baru diperbaiki admin gercep itu bahaya banget safety itu yang diutamakan,3
Fri Oct 10 14:48:47 +0000 2025,@CommuterLine min gmn ni dari stasiun manggarai segerombol laki masuk semua ke gerbong perempuan udah diusir baik-baik malah sampe stasiun ps minggu ngga pindah alesannya gerbong sebelah penuh padahal gerbonh campur bagian tengah msh lowong. Petugasnya jg lambat nanganinnya https://t.co/acDuF5jCSg,CommuterLine,in,https://x.com/undefined/status/1976661190433779744,Pelayanan,40,admin bagaimana ni stasiun manggarai gerombol laki masuk semua gerbong perempuan usir baik baik malah stasiun ps minggu ngga pindah alesannya gerbong belah penuh padahal gerbonh campur bagi tengah msh lowong tugas jg lambat nanganinnya,admin bagaimana ni dari stasiun manggarai segerombol laki masuk semua ke gerbong perempuan sudah diusir baik baik malah sampai stasiun ps minggu ngga pindah alesannya gerbong sebelah penuh padahal gerbonh campur bagian tengah msh lowong petugasnya jg lambat nanganinnya,2
Wed Sep 18 10:27:17 +0000 2024,@CommuterLine suka nggak ngerti ya sama jadwal cummuter ini telat nya nggak kira kira dari tdi nunggu buat jalur jakarta kota bogor kagak lewat lewat . Manusia uda numpuk . Tolong la di jam jam sibuk itu jadwal yg benar . Makin hari nggak ada perbaikan,CommuterLine,in,https://x.com/undefined/status/1836351278701777272,Keterlambatan,46,suka ngerti sama jadwal cummuter telat nya kira kira tdi nunggu buat jalur jakarta kota bogor kagak lewat lewat manusia uda numpuk la jam jam sibuk jadwal benar makin hari ada baik,suka tidak ngerti ya sama jadwal cummuter ini telat nya tidak kira kira dari tdi nunggu buat jalur jakarta kota bogor kagak lewat lewat manusia uda numpuk tolong la di jam jam sibuk itu jadwal yang benar makin hari tidak ada perbaikan,0
Wed May 31 13:42:36 +0000 2023,@CommuterLine Tolong dong @CommuterLine untuk yang tanpa kursi untuk dibatasi soalnya terlalu penuh sesak khususnya blorasura dan arjonegork,CommuterLine,in,https://x.com/undefined/status/1663903810203561984,Kepadatan,18,dong yang kursi batas soal terlalu penuh sesak khusus blorasura arjonegork,tolong dong untuk yang tanpa kursi untuk dibatasi soalnya terlalu penuh sesak khususnya blorasura dan arjonegork,1
Fri Jun 28 11:37:29 +0000 2024,@CommuterLine min ini aku udh stgh jam lebih nungguin di tambun nunggu kereta arah bekasi. kok ga muncul² kenapa ya?,CommuterLine,in,https://x.com/undefined/status/1806653142890611014,Keterlambatan,20,admin aku stgh jam lebih nungguin tambun nunggu kereta arah bekas kok muncul ya,admin ini aku sudah stgh jam lebih nungguin di tambun nunggu kereta arah bekasi kok tidak muncul² kenapa ya,0
Tue Feb 11 00:42:58 +0000 2025,@CommuterLine tolong jadwal ka yang baru dibenerin. Tadi jam 07.22 pagi line rangkas-tn abang (K1188225) kacau di gerbong perempuan paling belakang. Ada yang pingsan saking penuhnya dan banyak yg kegencet. mohon disediakan 1-2 petugas di gerbong perempuan untuk mengkondisikan ,CommuterLine,in,https://x.com/undefined/status/1889112861303292064,Kepadatan,39,jadwal ka baru dibenerin tadi jam waktu jam pagi line rangkas tn abang k1188225 kacau gerbong perempuan paling belakang pingsan saking penuh banyak yang gencet mohon sedia rentang angka tugas gerbong perempuan kondisi,tolong jadwal ka yang baru dibenerin tadi jam waktu_jam pagi line rangkas tn abang k1188225 kacau di gerbong perempuan paling belakang ada yang pingsan saking penuhnya dan banyak yang kegencet mohon disediakan rentang_angka petugas di gerbong perempuan untuk mengkondisikan,1
Fri Nov 07 00:43:44 +0000 2025,@CommuterLine blue line knp sih ini keretanya delay bgt,CommuterLine,in,https://x.com/undefined/status/1986595388942598614,Keterlambatan,9,blue line sih kereta delay banget,blue line kenapa sih ini keretanya delay banget,0
Mon Nov 10 00:06:36 +0000 2025,@CommuterLine telat amat kereta luuuuuuuuu,CommuterLine,in,https://x.com/undefined/status/1987673206229188819,Keterlambatan,5,telat kereta luuuuuuuuu,telat amat kereta luuuuuuuuu,0
Wed Nov 19 00:29:24 +0000 2025,@CommuterLine kali ini alesan ngaretnya apalagi? kereta 1645A jadwal 7.20 di pd ranji jam 7.28 belum sampe? goblok penumpang numpuk taugak? https://t.co/lTUZ8ttpbA,CommuterLine,in,https://x.com/undefined/status/1990940435989344260,Keterlambatan,22,kali alesan ngaretnya kereta 1645a jadwal waktu jam pada ranji jam waktu jam sampai goblok tumpang numpuk taugak,kali ini alesan ngaretnya apalagi kereta 1645a jadwal waktu_jam di pada ranji jam waktu_jam belum sampai goblok penumpang numpuk taugak,0
Mon Nov 10 02:45:37 +0000 2025,@CommuterLine min ini KRL 9:31 dr Bogor sampai skrg blm jg brkt ada kendala apa ya? Nunggu kereta berikutnya datang atau gmn? Kereta cuma 8 gerbong jadi overload karena ngaret bagaimana management schedulenya?,CommuterLine,in,https://x.com/undefined/status/1987713224729669743,Keterlambatan,33,admin krl waktu jam bogor skrg jg brkt kendala apa nunggu kereta ikut datang bagaimana kereta cuma angka gerbong jadi overload ngaret bagaimana management schedulenya,admin ini krl waktu_jam dari bogor sampai skrg belum jg brkt ada kendala apa ya nunggu kereta berikutnya datang atau bagaimana kereta cuma angka gerbong jadi overload karena ngaret bagaimana management schedulenya,0
Tue May 16 14:49:35 +0000 2023,@CommuterLine @hansdavidian Jawabnya begini mulu sampah,CommuterLine,in,https://x.com/undefined/status/1658484849563553795,Pelayanan,6,jawab begini mulu sampah,jawabnya begini mulu sampah,2
Fri May 02 01:00:22 +0000 2025,@CommuterLine kenapa sih kereta 5057 ketahan mulu di jatinegara ngalah mulu sama KAJJ dipikir KAJJ doang yang punya kepentingan @KAI121 makanya kalo bikin jadwal itu yang realistis jangan bohongin publik. Pasti yang selalu diutamain KAJJ,CommuterLine,in,https://x.com/undefined/status/1918108266095345765,Keterlambatan,35,sih kereta angka tahan mulu jatinegara ngalah mulu sama kajj pikir kajj yang punya penting makanya kalau bikin jadwal yang realistis jangan bohongin publik yang selalu diutamain kajj,kenapa sih kereta angka ketahan mulu di jatinegara ngalah mulu sama kajj dipikir kajj saja yang punya kepentingan makanya kalau bikin jadwal itu yang realistis jangan bohongin publik pasti yang selalu diutamain kajj,0
Wed Dec 17 23:55:27 +0000 2025,@CommuterLine Kenapa udah numpuk baru info sekarang? Pantesan Kranji penuh banget,CommuterLine,in,https://x.com/undefined/status/2001441138486734965,Kepadatan,11,sudah numpuk baru info sekarang pantesan kranji penuh banget,kenapa sudah numpuk baru info sekarang pantesan kranji penuh banget,1
Tue Nov 25 00:25:39 +0000 2025,@CommuterLine Saran saya sih kasih tau aja maksud gangguan operasionalnya apa supaya pengguna bisa memutuskan untuk nunggu atau pakai moda transportasi lain. Jangan biarkan kami terkatung2 tanpa penjelasan di dalam gerbong yang sangaattttt padat.,CommuterLine,in,https://x.com/undefined/status/1993113818755744014,Pelayanan,34,saran sih kasih tau maksud ganggu operasional apa guna putus nunggu pakai moda transportasi jangan biar terkatung2 jelas dalam gerbong sangaattttt padat,saran saya sih kasih tau saja maksud gangguan operasionalnya apa supaya pengguna bisa memutuskan untuk nunggu atau pakai moda transportasi lain jangan biarkan kami terkatung2 tanpa penjelasan di dalam gerbong yang sangaattttt padat,2
Tue Nov 19 00:40:55 +0000 2024,@CommuterLine Naik kereta relasi Depok-Jakarta dijam 6.28 pagi ini kesel tp sedih jg buat dpt kursi prioritas ibu hamil susah bangeet. minta kursi sama mba2 yg keliatannya seger buger makeup'nya pun lumayan tebal tp jawabannya ketus saya lg pusing cari aja bangku yg lain! ,CommuterLine,in,https://x.com/undefined/status/1858671761744949666,Keamanan,44,naik kereta relasi depok jakarta jam waktu jam pagi kesel sedih jg buat kursi prioritas ibu hamil susah bangeet minta kursi sama mba2 liat seger buger makeup nya lumayan tebal jawab ketus lagi pusing cari bangku lain,naik kereta relasi depok jakarta dijam waktu_jam pagi ini kesel tapi sedih jg buat dapat kursi prioritas ibu hamil susah bangeet minta kursi sama mba2 yang keliatannya seger buger makeup nya pun lumayan tebal tapi jawabannya ketus saya lagi pusing cari saja bangku yang lain,3
Tue Nov 18 00:35:59 +0000 2025,@CommuterLine luar biasakereta arah angke baru datang jam 07:43 disaat di manggarai udah penuh banget . Good Job telat nya !!!!!! ,CommuterLine,in,https://x.com/undefined/status/1990579705851097517,Keterlambatan,21,luar biasakereta arah angke baru datang jam waktu jam saat manggarai penuh banget good job telat nya,luar biasakereta arah angke baru datang jam waktu_jam disaat di manggarai sudah penuh banget good job telat nya,0
Fri Aug 01 15:25:50 +0000 2025,@CommuterLine minkai saya stuck di cirebon dari jam 21.00 dan kereta Gajayana ga nyampe-nyampe ngape dh min tolong,CommuterLine,in,https://x.com/undefined/status/1951303366002298969,Keterlambatan,18,minkai stuck cirebon jam waktu jam kereta gajayana nyampe nyampe ngape dh admin,minkai saya stuck di cirebon dari jam waktu_jam dan kereta gajayana tidak nyampe nyampe ngape dh admin tolong,0
Mon Sep 22 00:13:33 +0000 2025,@CommuterLine min tolong gate tap in/out di stasiun cawang ditambah. Tiap rush hour ini penumpang yg mau in &amp; out stasiun antrinya numpuk banget. Stasiun cawang itu pertemuan penumpang yang transit dari LRT dan TJ. Kan gak lucu ketinggalan kereta cuma gara gara antri tap in https://t.co/zCCxfkonwc,CommuterLine,in,https://x.com/undefined/status/1969917951894843702,Kepadatan,47,admin gate tap in out stasiun cawang tambah tiap rush hour tumpang mau in amp out stasiun antri numpuk banget stasiun cawang temu tumpang transit lrt tj kan lucu tinggal kereta cuma gara gara antri tap in,admin tolong gate tap in out di stasiun cawang ditambah tiap rush hour ini penumpang yang mau in amp out stasiun antrinya numpuk banget stasiun cawang itu pertemuan penumpang yang transit dari lrt dan tj kan tidak lucu ketinggalan kereta cuma gara gara antri tap in,1
Thu Mar 21 08:37:56 +0000 2024,@CommuterLine Jarak Peron depok baru ke kereta terlalu tinggi min pinggirannya jg uda pada grepes. Dikhawatirkan ada yg jatoh saat turun,CommuterLine,in,https://x.com/undefined/status/1770731555905843494,Keamanan,21,jarak peron depok baru kereta terlalu tinggi admin pinggir jg uda grepes khawatir yang jatoh turun,jarak peron depok baru ke kereta terlalu tinggi admin pinggirannya jg uda pada grepes dikhawatirkan ada yang jatoh saat turun,3
Thu Mar 14 16:53:39 +0000 2024,@CommuterLine Harus nunggu lagi cukup lama harusnya dah bisa sampe di rumah kalau ga di prank.,CommuterLine,in,https://x.com/undefined/status/1768319591401558522,Keterlambatan,16,nunggu cukup lama harus dah sampai rumah kalau di prank,harus nunggu lagi cukup lama harusnya dah bisa sampai di rumah kalau tidak di prank,0
Sun Jul 21 10:43:48 +0000 2024,@CommuterLine kalo kayak peron tanah abang gimana? peron duri peron serpong? numpuk semua orang overload,CommuterLine,in,https://x.com/undefined/status/1814974553728438669,Kepadatan,15,kalau kayak peron tanah abang bagaimana peron duri peron serpong numpuk semua orang overload,kalau kayak peron tanah abang bagaimana peron duri peron serpong numpuk semua orang overload,1
Sat May 18 12:14:11 +0000 2024,@CommuterLine Waduuuh saya gak tau nomor KA nya min. Intinya banyak kejadian seperti tadi juga setiap saya naik commuterline bukan hanya di KA yang tadi. Setiap saya menggunakan commuterline itu hampir gak pernah lihat ada petugas security yg swiping,CommuterLine,in,https://x.com/undefined/status/1791804474555781302,Pelayanan,39,waduuuh tau nomor ka nya admin inti banyak jadi tadi naik commuterline bukan di ka tadi tiap saya guna commuterline hampir tidak pernah lihat tugas security swiping,waduuuh saya tidak tau nomor ka nya admin intinya banyak kejadian seperti tadi juga setiap saya naik commuterline bukan hanya di ka yang tadi setiap saya menggunakan commuterline itu hampir tidak pernah lihat ada petugas security yang swiping,2
Wed Sep 17 22:42:57 +0000 2025,@CommuterLine bikin jadwal krl yg nugas rangkaian krlnya juga disesuaikan bs ga sih krl udh gap jadwalnya jauh yang masuk cuman 8 gerbong padet bgt bru brngkt dari cilebut gmn stasiun selanjutnya dah tolong lah @perkeretaapian,CommuterLine,in,https://x.com/undefined/status/1968445598274555973,Kepadatan,36,bikin jadwal krl nugas rangkai krlnya sesuai bs sih krl gap jadwal jauh masuk cuma angka gerbong padet banget bru brngkt cilebut bagaimana stasiun lanjut dah lah,bikin jadwal krl yang nugas rangkaian krlnya juga disesuaikan bs tidak sih krl sudah gap jadwalnya jauh yang masuk cuma angka gerbong padet banget bru brngkt dari cilebut bagaimana stasiun selanjutnya dah tolong lah,1
Sun Nov 03 10:17:52 +0000 2024,@CommuterLine min ini di krl arah jakarta kota gerbong 5 ada ibu bawa balita sm ibu hamil tp gaada yg mau ngasih duduk petugasnya jg gaada di gerbong ini. minta tolong dibantu follow up ke petugasnya ya soalnya kasian ibunya turunnya jauh. skrg di depok tp gatau no rangkaiannya,CommuterLine,in,https://x.com/undefined/status/1853018751329058952,Keamanan,49,admin krl arah jakarta kota gerbong angka ibu bawa balita sama ibu hamil gaada mau ngasih duduk tugas jg gaada gerbong minta bantu follow universitas pancasila tugas soal kasi ibu turun jauh skrg di depok gatau no rangkai,admin ini di krl arah jakarta kota gerbong angka ada ibu bawa balita sama ibu hamil tapi gaada yang mau ngasih duduk petugasnya jg gaada di gerbong ini minta tolong dibantu follow universitas pancasila ke petugasnya ya soalnya kasian ibunya turunnya jauh skrg di depok tapi gatau no rangkaiannya,3
Wed Oct 01 01:43:26 +0000 2025,@CommuterLine min tanya deh kenapa utk krl tujuan Bogor atau depok kedatangannya lama sekali? Jam 08.19 saya tiba di stasiun kereta DTG jam 08.36. sedangkan di rentang waktu tsb ada kereta di Manggarai yg ketahan. Tolong dong dievaluasi jgn terlalu lama jeda waktu keberangkatan.,CommuterLine,in,https://x.com/undefined/status/1973202062897979770,Keterlambatan,44,admin tanya deh utk krl tuju bogor depok datang lama sekali jam waktu jam tiba stasiun kereta dtg jam waktu jam rentang waktu tsb kereta di manggarai tahan dong evaluasi jgn terlalu lama jeda waktu berangkat,admin bertanya deh kenapa utk krl tujuan bogor atau depok kedatangannya lama sekali jam waktu_jam saya tiba di stasiun kereta dtg jam waktu_jam sedangkan di rentang waktu tsb ada kereta di manggarai yang ketahan tolong dong dievaluasi jgn terlalu lama jeda waktu keberangkatan,0
Mon May 27 00:09:33 +0000 2024,@CommuterLine Kereta Bogor - Jakarta kenapa pagi ini banyak jadwal yang hilang stasiun penumpang numpuk semua,CommuterLine,in,https://x.com/undefined/status/1794883606722269293,Keterlambatan,16,kereta bogor jakarta pagi banyak jadwal hilang stasiun tumpang numpuk semua,kereta bogor jakarta kenapa pagi ini banyak jadwal yang hilang stasiun penumpang numpuk semua,0
Wed Aug 27 00:54:07 +0000 2025,@CommuterLine ini jadwal kereta dari rawabuntu ke tanah abang rentang jam 7.40-8.00 pagi hari ini jadi ngaco gara2 ada lokomotif lewat. Penumpang numpuk. Duh itu lokomotif jangan lewat di peak hour dong!,CommuterLine,in,https://x.com/undefined/status/1960506074466816249,Keterlambatan,32,jadwal kereta rawabuntu tanah abang rentang jam waktu jam waktu jam pagi hari jadi ngaco gara2 lokomotif lewat tumpang numpuk duh lokomotif jangan lewat peak hour dong,ini jadwal kereta dari rawabuntu ke tanah abang rentang jam waktu_jam waktu_jam pagi hari ini jadi ngaco gara2 ada lokomotif lewat penumpang numpuk duh itu lokomotif jangan lewat di peak hour dong,0
Sun Aug 03 03:01:23 +0000 2025,@CommuterLine ini kereta ketahan di gambir kenapa ya...? mau kerja min sy,CommuterLine,in,https://x.com/undefined/status/1951840793234465169,Keterlambatan,12,kereta tahan gambir ya mau kerja admin,ini kereta ketahan di gambir kenapa ya mau kerja admin saya,0
Sat Dec 06 00:19:37 +0000 2025,@CommuterLine Sudah 3 hari ini pemberangkatan dari stasiun Bogor jam 05.53 selalu lama sekali tertahan masuk jakarta kota,CommuterLine,in,https://x.com/undefined/status/1997098566217785636,Keterlambatan,18,angka hari berangkat stasiun bogor jam waktu jam selalu lama sekali tahan masuk jakarta kota,sudah angka hari ini pemberangkatan dari stasiun bogor jam waktu_jam selalu lama sekali tertahan masuk jakarta kota,0
Tue Jul 11 00:52:31 +0000 2023,@CommuterLine padahal udah sering naik media konsumen soal jadwal kereta yg kacau begini tapi gapernah diberesin deh heran,CommuterLine,in,https://x.com/undefined/status/1678567913480126464,Keterlambatan,18,padahal sering naik media konsumen soal jadwal kereta kacau begini gapernah resin deh heran,padahal sudah sering naik media konsumen soal jadwal kereta yang kacau begini tapi gapernah diberesin deh heran,0
Mon May 27 11:40:36 +0000 2024,@CommuterLine Min kecoa nya masi ada min https://t.co/N7JnDFYkDC,CommuterLine,in,https://x.com/undefined/status/1795057514511241655,Kebersihan,8,admin kecoa nya mas admin,admin kecoa nya masi ada admin,4
Tue Feb 04 00:59:12 +0000 2025,@CommuterLine MAU NYAMPE RAJAWALI JAM BERAPA? NTR DI SENEN DITAHAN LAGI NUNGGU KERETA KENCANA TOLOLLL ANJING GW UDH TELATTT,CommuterLine,in,https://x.com/undefined/status/1886580230682501414,Keterlambatan,19,mau nyampe rajawali jam berapa ntr senen tahan nunggu kereta kencana tololll anjing sudah telattt,mau nyampe rajawali jam berapa ntr di senen ditahan lagi nunggu kereta kencana tololll anjing saya sudah telattt,0
Fri Feb 23 15:21:33 +0000 2024,@CommuterLine tolong dong kereta angke-cikarang ini ada orang berisik bgt di krl satpamnya diem aja -_- sumpah ganggu bgt,CommuterLine,in,https://x.com/undefined/status/1761048657774960744,Keamanan,19,dong kereta angke cikarang ada orang berisik banget krl satpam diem sumpah ganggu banget,tolong dong kereta angke cikarang ini ada orang berisik banget di krl satpamnya diem saja _ sumpah ganggu banget,3
Fri Apr 05 02:57:44 +0000 2024,@CommuterLine KRL arah duri kenapa delay dan ketahan di stasiun batu ceper ya. ,CommuterLine,in,https://x.com/undefined/status/1776081761312952523,Keterlambatan,13,krl arah duri delay tahan stasiun batu ceper,krl arah duri kenapa delay dan ketahan di stasiun batu ceper ya,0
Tue Dec 10 01:37:34 +0000 2024,@CommuterLine ini kenapa ya KRL rute Jakarta Kota lama banget belom sampai Manggarai juga?? Harusnya kan tiap 5 menit ada jadwalnya.. sampai numpuk banget ini penumpang di Manggarai ! Nggak pernah konsisten kalian ! Bikin penumpang selalu terlambat karna kalian,CommuterLine,in,https://x.com/undefined/status/1866296164829794366,Keterlambatan,40,kenapa krl rute jakarta kota lama banget manggarai harus kan tiap angka menit jadwal sampai numpuk banget tumpang manggarai pernah konsisten kalian bikin tumpang selalu lambat kalian,ini kenapa ya krl rute jakarta kota lama banget belum sampai manggarai juga harusnya kan tiap angka menit ada jadwalnya sampai numpuk banget ini penumpang di manggarai tidak pernah konsisten kalian bikin penumpang selalu terlambat karena kalian,0
Thu Nov 27 01:05:02 +0000 2025,@CommuterLine ini kereta Kampung Bandan via Pasar Senen yang 08.06 dari Klender Baru diskip kah kok tiba tiba jadi 08.20? Apa delay? https://t.co/9vfM2wRW6g,CommuterLine,in,https://x.com/undefined/status/1993848506919092566,Keterlambatan,23,kereta kampung bandan via pasar senen waktu jam klender baru skip kok tiba tiba jadi waktu jam apa delay,ini kereta kampung bandan via pasar senen yang waktu_jam dari klender baru diskip kah kok tiba tiba jadi waktu_jam apa delay,0
Thu Dec 21 14:03:16 +0000 2023,@CommuterLine apa yang bikin kereta kalian tertahan lama sih? Udah datangnya ngaret gak sesuai jadwal ditahan lama bgt pula padahal dah mau sampai stasiun kampung Bandan Mau kejar kereta tanjung Priok dah gak sempat karena telat,CommuterLine,in,https://x.com/undefined/status/1737836135785938963,Keterlambatan,36,apa bikin kereta kalian tahan lama sih datang ngaret sesuai jadwal tahan lama banget padahal dah mau stasiun kampung bandan mau kejar kereta tanjung priok dah sempat telat,apa yang bikin kereta kalian tertahan lama sih sudah datangnya ngaret tidak sesuai jadwal ditahan lama banget pula padahal dah mau sampai stasiun kampung bandan mau kejar kereta tanjung priok dah tidak sempat karena telat,0
Mon Sep 29 00:08:03 +0000 2025,@CommuterLine kacau amat ya telatnya baru hari senin loh. Tambun keberangkatan 06.08 ditahan Jatinegara 10 menit ini masih ditahan Manggarai. Normalnya perjalanan sejam kenapa sih always begini KRL apa karena subsidi ,CommuterLine,in,https://x.com/undefined/status/1972453283433480424,Keterlambatan,31,kacau ya telat baru hari senin loh tambun berangkat waktu jam tahan jatinegara angka menit masih tahan manggarai normal jalan jam sih always begini krl apa subsidi,kacau amat ya telatnya baru hari senin loh tambun keberangkatan waktu_jam ditahan jatinegara angka menit ini masih ditahan manggarai normalnya perjalanan sejam kenapa sih always begini krl apa karena subsidi,0
Mon Dec 30 00:38:14 +0000 2024,@CommuterLine min ini kereta bogor ke jkt kota jeda waktunya brp lama ya? Biasanya weekday ga lama ini sampe keretanya penuh bgt. Ga usah di kurang2in pemberangkatannya min kita masih pada kerja,CommuterLine,in,https://x.com/undefined/status/1873528989694001358,Keterlambatan,32,admin kereta bogor jkt kota jeda waktu brp lama biasa weekday lama sampai kereta penuh banget usah kurang2in berangkat admin masih kerja,admin ini kereta bogor ke jkt kota jeda waktunya brp lama ya biasanya weekday tidak lama ini sampai keretanya penuh banget tidak usah di kurang2in pemberangkatannya admin kita masih pada kerja,0
Tue Apr 16 12:29:47 +0000 2024,@CommuterLine Bukan itu maksudnya min ini kira2 sampai tgl berapa jalur kereta udh normal lagi? Flow kereta luar kota kapan udh menurunnya? Karena berangkat kerja jadi ga jelas nunggu jalur terus sampe setengah jam lebih lho padahal kemarin 10-15 menit,CommuterLine,in,https://x.com/undefined/status/1780211990415417750,Keterlambatan,40,bukan maksud admin kira2 tgl berapa jalur kereta normal flow kereta luar kota kapan turun berangkat kerja jadi jelas nunggu jalur terus tengah jam lebih lho padahal kemarin rentang angka menit,bukan itu maksudnya admin ini kira2 sampai tgl berapa jalur kereta sudah normal lagi flow kereta luar kota kapan sudah menurunnya karena berangkat kerja jadi tidak jelas nunggu jalur terus sampai setengah jam lebih lho padahal kemarin rentang_angka menit,0
Sun Dec 21 12:39:39 +0000 2025,@CommuterLine kasih info jelas brp lama penanganannya di tambun kereta gangguan listrik Ini di bekasi ga bisa maju2 https://t.co/eyn1KQGRbu,CommuterLine,in,https://x.com/undefined/status/2002720620954701885,Keterlambatan,19,kasih info jelas brp lama tangan tambun kereta ganggu listrik di bekas bisa maju2,kasih info jelas brp lama penanganannya di tambun kereta gangguan listrik ini di bekasi tidak bisa maju2,0
Mon Jul 21 11:48:32 +0000 2025,@CommuterLine @vousmeoseh KAi commuter ini pada gak bisa kerja apa gmn dah? 40 menit woy!! Ini di sudirman udah numpuk kalau gak bisa mikir minimal jgn nyusahin orang,CommuterLine,in,https://x.com/undefined/status/1947262412710678849,Keterlambatan,28,kai commuter pada bisa kerja apa bagaimana dah angka menit woy di sudirman numpuk kalau bisa mikir minimal jgn nyusahin orang,kai commuter ini pada tidak bisa kerja apa bagaimana dah angka menit woy ini di sudirman sudah numpuk kalau tidak bisa mikir minimal jgn nyusahin orang,0
Wed May 29 12:23:59 +0000 2024,@CommuterLine belum dikasih rangkaian kah sama pemerentah? Kacau lu. https://t.co/NUJGY0vfiu,CommuterLine,in,https://x.com/undefined/status/1795793206933655602,Kepadatan,10,kasih rangkai sama entah kacau kamu,belum dikasih rangkaian kah sama pemerentah kacau kamu,1
Wed May 03 00:53:21 +0000 2023,@CommuterLine Duh anjing nih krl udah dari kemarin absen kacau gara gara gabisa ngatur petak doang kontol,CommuterLine,in,https://x.com/undefined/status/1653563361643343872,Keterlambatan,17,duh anjing nih krl dari kemarin absen kacau gara gara gabisa ngatur petak kontol,duh anjing nih krl sudah dari kemarin absen kacau gara gara gabisa ngatur petak saja kontol,0
Mon Feb 17 01:17:57 +0000 2025,@CommuterLine jam 8.10 - 8.20 dari lenteng agung arah jkt kota cuma ada 1 keberangkatan 8 sf? parah banget udah numpuk penumpangnya di LA,CommuterLine,in,https://x.com/undefined/status/1891295989387976895,Kepadatan,24,jam waktu jam waktu jam lenteng agung arah jkt kota cuma angka berangkat angka sf parah banget numpuk tumpang la,jam waktu_jam waktu_jam dari lenteng agung arah jkt kota cuma ada angka keberangkatan angka sf parah banget sudah numpuk penumpangnya di la,1
Wed Mar 15 14:06:27 +0000 2023,@CommuterLine gua mau balikk woii krl nya mana jam segini lama bgt udh numpuk di manggarai,CommuterLine,in,https://x.com/undefined/status/1636005943958999040,Keterlambatan,16,mau balikk woii krl nya mana jam gin lama banget numpuk manggarai,saya mau balikk woii krl nya mana jam segini lama banget sudah numpuk di manggarai,0
Wed Apr 26 07:35:22 +0000 2023,@CommuterLine Duh jd pen nemenin takut ada copet,CommuterLine,in,https://x.com/undefined/status/1651127815654477824,Keamanan,8,duh jadi pen nemenin takut copet,duh jadi pen nemenin takut ada copet,3
Fri May 05 03:59:54 +0000 2023,@CommuterLine @aristoughteles Kan udh d blg gabs geser Sesek tau min geser iya kalo lenggang @KAI121,CommuterLine,in,https://x.com/undefined/status/1654335081908150272,Kepadatan,16,kan d blg gabs geser sek tau admin geser iya kalau lenggang,kan sudah d blg gabs geser sesek tau admin geser iya kalau lenggang,1
Tue Oct 14 23:23:15 +0000 2025,@CommuterLine 1181 BJD-JAKK itu biasa dari stasiun DP 05.49 loh tadi jam 05.58 kereta baru tiba tapi ga cuma no ka itu hampir semua jadwal nya kacau tks,CommuterLine,in,https://x.com/undefined/status/1978240215538872710,Keterlambatan,28,angka bojonggede jakarta kota biasa stasiun depok waktu jam loh tadi jam waktu jam kereta baru tiba tidak cuma no ka hampir semua jadwal nya kacau tks,angka bojonggede jakarta kota itu biasa dari stasiun depok waktu_jam loh tadi jam waktu_jam kereta baru tiba tapi tidak cuma no ka itu hampir semua jadwal nya kacau tks,0
Tue Aug 05 01:05:45 +0000 2025,@CommuterLine Kereta mau msk manggarai aja ketahan ini min. Tadi sempat turun tebet nungguin yg ke kota ternyata semuanya ke manggarai. Yaudah mending transit manggarai trs lanjut naik moda lain. Mhon admin @kai commuter secepat beri info spy kami segera ganti moda drpd menunggu yg tdk pasti,CommuterLine,in,https://x.com/undefined/status/1952536470025322730,Keterlambatan,47,kereta mau msk manggarai tahan admin tadi sempat turun tebet nungguin kota nyata semua ke manggarai yaudah mending transit manggarai terus lanjut naik moda mhon admin commuter cepat beri info spy segera ganti moda drpd tunggu tidak,kereta mau msk manggarai saja ketahan ini admin tadi sempat turun tebet nungguin yang ke kota ternyata semuanya ke manggarai yaudah mending transit manggarai terus lanjut naik moda lain mhon admin commuter secepat beri info spy kami segera ganti moda drpd menunggu yang tidak pasti,0
Wed Dec 20 03:30:29 +0000 2023,@CommuterLine Tetep jadwal telaaaat numpuk teroz,CommuterLine,in,https://x.com/undefined/status/1737314499894681783,Keterlambatan,6,tetep jadwal telaaaat numpuk teroz,tetep jadwal telaaaat numpuk teroz,0
Wed May 21 13:58:53 +0000 2025,@CommuterLine Malam Min.. ini mah info dan saran aja ya.. kalo kereta Bogor line tujuan jakarta bogor trs dy tidak untuk penumpang pas di Bogor itu jangan dimasukin ke jalur 4/5 peronnya sempit. orang jadi rebutan turun kan bahaya.,CommuterLine,in,https://x.com/undefined/status/1925189556317593691,Keamanan,39,malam admin mah info saran ya kalau kereta bogor line tuju jakarta bogor terus dy untuk tumpang pas bogor jangan dimasukin jalur angka angka peron sempit orang jadi rebut turun kan bahaya,malam admin ini mah info dan saran saja ya kalau kereta bogor line tujuan jakarta bogor terus dy tidak untuk penumpang pas di bogor itu jangan dimasukin ke jalur angka angka peronnya sempit orang jadi rebutan turun kan bahaya,3
