full_text,label
@CommuterLine harusnya bisa 5047 bekasi-angke diperpanjang sampe tambun kalo gini kasusnya. di tambun udah numpuk karena 5513 batal. heran,Kepadatan
@CommuterLine Min ini apa yaaa. Jadwal berubah per 1 Juni. Ini di jadwal Tj Priok - Kota 6.40. Nyatanya gak jalan jam segitu... Ini numpuk di stasiun donggg katanya baru berangkat jam 7.00 Weyyy ini lama yaaaa,Kepadatan
@CommuterLine Perubahan jadwad baru puarahhhhh pollll udah jurusan parung panjang - tnb jeda nya 10 menit sekaranh jadi hampir 20 menit mana senin pertama perubahan jadwal kacau bgt masa dari 5.40 ada kereta 6.15. Boro boro ada announcement kereta telat diem2 bae min,Pelayanan
@CommuterLine tolong dong utk stasiun palmerah diperbaiki eskalator maupun tangga manualnya. Soalnya tangga manualnya sendiri bahaya utk orang yg matanya agak minus krn antara anak tangga yang satu dg yg brikutnya warnanya terlalu samar shg utk berjln hrs bnr2 nunduk Dan pelan2,Keamanan
@CommuterLine min parah lu min diberentiin nya ditengah jembatan anjir. takut gua bisa buruan gak si,Keamanan
@CommuterLine KAI ini kenapa kalau kereta ke arah manggarai kalau pagi pagi lama banget ya keretanya nangis pollllllll,Keterlambatan
@CommuterLine ini kenapa kereta tujuan duri atau kampung bandan selalu delay ya,Keterlambatan
@CommuterLine Harusnya jam 15.05 tadi lebih cepet. Mana satpamnya cuma nyengir lagi. Minimal pegang handbook atau jadwal juga lah. https://t.co/V54dnPrZAv,Pelayanan
@CommuterLine kacanya gabisa naik bau jadinya kedalem kereta skrg di tanjung barat arah jakot-.- https://t.co/DcaXJny6Fk,Kebersihan
@CommuterLine kirain semua KRL udah pake AC barusan naik dr Sudimara-Palmerah ternyata pake kipas angin. Penumpang penuh+tanpa AC...luar biasa banget rasanya.,Kepadatan
@CommuterLine klo gabisa provide relasi banyak minimal ac gerbong tuh didinginin kek. Udh tau pagi hari padet bgt gerah lama2 bisa keabisan oksigen krna kepanasan. Ga usah tanya no rangkaian nya brp ga pernah ada perubahan heran huffttt https://t.co/BtLAdFhJKw,Keamanan
@CommuterLine Tolong lah min di perbaiki lagi untuk jadwalnya biar ga kacau balau lagi min Terima kasih.,Pelayanan
@CommuterLine gangguan listrik kah? kereta priok - jakarta kota blom dateng2,Keterlambatan
@CommuterLine numpuk nih di stasiun Jakarta kota tujuan bogor belum ada keretanya ada gangguan?,Kepadatan
@CommuterLine Gak membantu kak informasinya gpp saya beli pin ibu hamil di shopee aja makasih untuk pelayanan buruknya ️,Pelayanan
@CommuterLine KERETA 5555 TUJUAN BEKASI VIA PASAR SENEN KETAHAN LAMA BNGET DI PASAR SENEN DAN GA ADA INFO SAMA SEKALI,Pelayanan
@CommuterLine Di KA 5515 itu dr Cikarang udah padat Min karena Pnp Purwakarta Sampe Cikarang Jam 06.30... Klw Di kasih 10SF dr Cikarang - Bekasi Timur udah membludak di tambah Pnp Bekasi ikut KA 5515... Terima Kasih,Kepadatan
@CommuterLine maaph nih kurang gede apa itu stasiun transit manggarai kok masih ya tertahan sih masuk manggarai.. 10 menit tolonglahhhhhh,Keterlambatan
@CommuterLine arah ke cikarang telat? Dan yg akan datang hanya 10 gerbong &amp; semakin padat penumpang dengan telat dan 10 gerbong https://t.co/pmkhbNAIyn,Kepadatan
@CommuterLine makin kesini kereta pagi manggarai ke duri makin lama aja nih bikin telattt mulu,Keterlambatan
@CommuterLine Berarti konsumen yang harus memahami kci? Delay akibat kepadatan jalur: normal. AC mati satu kereta: normal. Karena memang kesalahan kalian selalu berulang ulang. Bencana alam baru kalian bilang ga normal. Mau duit ga mau kasih layanan: normal.,Pelayanan
@CommuterLine seriusan ini manggarai Bekasi next nya bisa sampe 40 menitan !!!! Kacau,Keterlambatan
@CommuterLine LAMA BANGET ANJIR LAH. YANG BENER KALO KERJA. GAPERNAH SEMARAH INI YA. GUE DARI RUMAH UDH SET6 YA ANJ MAISH TELAT JUGA INU GARA-GARA KERJAAN LU.,Keterlambatan
@CommuterLine 11.39 ga ada 11.50 ga ada udah jam 12 lebih ga ada Udah stengjam lebih nunggu ga ada Pemberitahuan delay juga ga tau kenapa,Pelayanan
@CommuterLine Nambah 1 peron bukannya malah mengurai kepenuhan di stasiun malah numpuk penumpang padet jalur jalan dari peron ke pintu keluar jadi sesek banget. Belum lagi jadwal kereta ya g gatau tuh kenapa malah makin sedak di peron karena nunggu kereta selanjutnya. Kacau.,Kepadatan
@CommuterLine tanah abang tolong dievaluasi dong kalo atas bikin macet balikin kaya dulu aja sebelum smua siap. Ga sekali duakali aja chaos kaya gini. https://t.co/dEuDxwYvsh,Kepadatan
@CommuterLine kalo kata gue minimal di gerbong wanita ada 1 security jaga-jaga semisal ada orang prioritas dijam segini yang membutuhkan tempat duduk. karena udah jelas-jelas pake pin prioritas izin baik-baik tapi gak digubris. terus fungsi kursi prioritas sama pin buat apa??,Pelayanan
@CommuterLine WC distasiun KA rata rata bau pesing ya...padahal cleaning service nya kelihatan banyak,Kebersihan
@CommuterLine @KAI121 @kemenhub151 KA 4078 SUDAH TELAT 17 MENIT TIBA BSKT. MANA ADMIN TAI KCI JAWABANNYA. APALAGI ALASANNYA. KA 4078 SETIAP HARI PASTI DELAY. https://t.co/9VxE3p8KDn,Keterlambatan
@CommuterLine Iya itu kereta saya ga ada kompensasi apa2 kan? Cuma ganti lajur sampai 10 menit terus kompensasi surat terlambat heran,Pelayanan
@CommuterLine feeder manggarai - angke rajin telat min ga kalah telat sama bekasi/cikarang - angke/duri via manggarai..klo sore gini penumpang numpuk kasian kan.. Apa ga bisa dperbaiki jadwalnya??,Pelayanan
@CommuterLine Kok penumpang di st cikini numpuk bgt min? Keretamu msh bermasalah kah,Kepadatan
@CommuterLine kereta ke rangkas yg jam 8.50 mana weyyyy kok ngaret??? Ini harus sampe jam 9.00 kah???? Udha numpuk di peron,Kepadatan
@CommuterLine penumpang udah numpuk kereta lu malah berhenti di manggarai 25 menit,Keterlambatan
@CommuterLine pepes dah guaaa,Kepadatan
@CommuterLine Anjing anjing nunggu kereta ke bandan dr 7.05 sampe 7.32 yg lewa. Cuma 3 kereta Angke 1 kereta bandara mana dibandan masuk stasiun ditahan ini orang² KAInya bangsat mana sekurity kp. Bandan klo liat penumpangnya ketinggalan malah cengengesan SDM KAI rendah²,Pelayanan
@CommuterLine Apa ga bisa kereta balik dari Bojong gede didahulukan agar penumpang tidak menumpuk? Stasiun Bojong gede penuh menumpuk penumpang di dua peron,Kepadatan
@CommuterLine lama banget ini min kereta cikarang kp bandan blm berangkat2,Keterlambatan
@CommuterLine min saran kayaknya Line ke Bogor diatas jam 8 mesti ditambah frekuensinya deh soalnya jam segitu banyak bgt numpuk dan waktu tunggunya lama banget,Kepadatan
@CommuterLine Halo Mau kasih saran nih di stasiun bekasi timur ada 2 exit. Imo kan kamu Petugas nya banyak nih.. standby dong 1 infoin ada ganguan atau lebih simple taruh aja signage. Orang² harus naik tangga dulu baru tau. Malah tukang² jualan sana yg aktif kasih tau,Pelayanan
@CommuterLine @ozaanmee Salah satu penyebab terjadinya pelecehan karena ada kesempatan dan peluang yg di buat oleh PT KCI sendiri dg jadwal perjalanan CL yg telat terus pasti st dan peron padat maka kejadian itu bisa terjadi andaikan jadwal CL ontime itu bisa dihindari.,Keamanan
@CommuterLine plis gue mau pulang ke bogor udah nunggu dari jam 5 kenapa gak ada kereta ke bogor biasanya jam 5.29 kalau gak 5.50 kesel banget,Keterlambatan
@CommuterLine Aku pake pin ini (dari MRTJ) karena jdi pasien saraf kejepit dan kista tarlov tpi security di KCI kynya gk terlalu engeh dan peduli sama pin ini (ntah mereka gk ngeliat pin-nya atau gimana juga aku gk tau) Padahal security MRT dan pramusapa Tije aja engeh dan peduli : )) https://t.co/l8h8aMeTu1,Pelayanan
@CommuterLine Di jurangmangu mulai numpuk https://t.co/3xMBMJIwU3,Kepadatan
@CommuterLine Gimana cara ngeceknya? Emang waktu keberangkatannya sudah tercatat otomatis. Satpamnya sampai kena saya protes gara2 gak ada tempat pengaduan di stasiun nya.,Pelayanan
@CommuterLine kereta duri yg 7.40 kenapa smp skrg blm ada yaa? Ngaret bgt si padahal ada meeting.,Keterlambatan
@CommuterLine iyaa klo bisa speakernya gedein aja kak takut oknum2nya emg kupingnya lupa dibersihkan dari lahir tambahan klo bisa ya per gerbong dikasi petugas keamanan ya min karna kdng kalo customer langsung yg negur bisa2 menimbulkan keributan tyms,Keamanan
@CommuterLine hallo commuter line mau tanya dong kenapa ya SETIAP HARI SENIN krl sering bgt telat. Hari ini yg harusnya kereta via manggarai sampe di cakung jam 6.19 jadi jam 6.30. Telat nya 11 menit loh telat 1 menit aja yg dtg udh 8 juta orang gmn 11 menit. Hadeh gajelas.,Keterlambatan
@CommuterLine @easymnysnpr_ PARAH JADWAL PERJALANAN DI CUEKIN GILIRANKOMPLAIN SECURITY CEPAT BANGET KERJANYA.,Pelayanan
@CommuterLine kereta ke Tanahabang dari Sudimara pukul 5:20 kok tidak ada? Penumpang numpuk nunggu kereta 5:30 jadwal mundur lagi dari 5:30 sekarang tiba2 5:33.,Keterlambatan
@CommuterLine hadeeeh delay nya lama bgt,Keterlambatan
@CommuterLine Jangan di jam sibuk berangkat/ pulang kerja kak rangkaian 8 keretanya. Numpuk bgt jadinya. Distasiun numpuk. Di kereta juga mpet mpetan bgt. Tolonglah lebih manusiawi.,Kepadatan
@CommuterLine Min koq makin kacau perjalanan krl tujuan Sudirman dr Bekasi sy di kranji sdh 15 menitan tp tak ada krl tujuan Sudirman. Sy cek jg pada st Jatinegara di C Access tdk ada pemberangkatan dr Bekasi. https://t.co/Qn6m5hplly,Keterlambatan
@CommuterLine @KAI121 4078 delay lagi tiba bekasi timur 4078 masih ditahan di bekasi. Delay 4078 bisa 15 menit tiba bekasi timur kemarin 4078 delay 20 menit skr 15 menit. Makin bodo saja KCI. https://t.co/mkgUQcisYY,Keterlambatan
@CommuterLine kmrn kena error blue line sampe telat sejam trus hari ini kena trouble line tangerang. 2 hari berturut2 telat krn @CommuterLine ini,Keterlambatan
@CommuterLine tolong ya infokan ke petinggi2 kalian kita dah pulang kerja cepet pengennya cepet sampe tujuan biar istirahat tp kereta ketahan lama bgt sblm st cikini. mana padet isi gerbongnya mesti berdiri lama pula haduh,Kepadatan
@CommuterLine Tolong dong satpam yg ada di st.duri attitudenya diperbaiki bapak bapak udh tua nanya ke satpam malah satpamnya judes ngelengos gitu aja gimana si,Pelayanan
@CommuterLine 15 july 07:45 peron 3 stasiun cakung kasian korbannya ngejar pelaku ke perlintasan kereta kan bahaya security ilang semua itu gak tau deh pelaku udh ke tangkep atau gimana,Keamanan
@CommuterLine @FiftaNabilla 2 hari ini kereta jam 06.00 dr St Bogor terlambat berangkat biasanya setelah kereta 06.00 akan masuk kereta 06.15 jd ketika kereta 06.00 penuh banyak orang yg nunggu kereta 06.15 tp karena kereta 06.00 telat brkt Saya gak berani nunggu kereta 06.15 cuma untuk dpt duduk,Kepadatan
@CommuterLine BARU SAMPE KALO UDAH NUMPUK DULU TOLOL,Kepadatan
@CommuterLine min KRL dari Manggarai ke Duri kenapa jadwalnya kacau semua? Kok dari jam 19.20 s.d sekarang blm ada kereta? Ada gangguan lagi?,Keterlambatan
@CommuterLine Makin kacau st manggari penuh,Kepadatan
@CommuterLine min jalur 5 kp bandan di jam pulang kerja tolong dong securitynya pada standby di peron pake toak. udah keseringan warga bekasi tolol ngedorong maksa naik padahal kita belom turun. kayak gitu securitynya diem aja klemar klemer. awas aja besok smpe kg ada perubahan.,Pelayanan
@CommuterLine gila ya nunggu kereta setengah jam lebih! ini emang sengaja bikin penumpang numpuk?,Kepadatan
@CommuterLine @ariffebriyanto Min sejujur2nya boleeeh bgt jd evaluasi terkait jarak perok karena menurut saya dengan jarak celah yg lumayan besar dan rendah serta tinggi yg jomplangg ku jg selalu pegangan :( dan waktu hamil otomatis lompat turunnya karna takut jatoh huhuhu semoga semakin lebih baik ya min,Keamanan
@CommuterLine Pantes numpuk bgt di sudirman.. hufhhh,Kepadatan
@CommuterLine sering bgt penumpang harus telat karena alesan ini itu Dari adminnya petugas satpam cuma brani bentak bentak penumpang ac kereta gak di nyalain di dlm gerbong kursi priority di pake yg wanita muda ada petugas distu gak ditegor,Pelayanan
@CommuterLine @mimimee92 Mincom gap di lenteng agung bahaya banget loh. Peron yang jauh lebih rendah dari kereta dengan celah peron sekitar 30cm. Beneran bikin ciut nyali setiap naik turun di stasiun lenteng agung.,Keamanan
@CommuterLine manggarai numpuk neh jalur tanah abang min parah bet berikutnya berangkat klender gak ada di dipo apa???? cc @curhat,Kepadatan
@CommuterLine Pemberangkatan jalur nambo jadi delay ya ?,Keterlambatan
@CommuterLine ini petugasnya kesiangqm apa gimana makanya semua jadwal beramtakan parah,Keterlambatan
@CommuterLine Minn ini emang krl ke arah bogor baru dateng banget jam 6.28 di st depok baru? Masa kek nunggu kereta ke nambo,Keterlambatan
@CommuterLine pagi min krl arah arah manggarai jam 05.52 posisi berangkat dari st cibitung. Di gerbong 7 sepertinya ac nya lg problem ya karna puanas pol padahal masih blm rame keretanya terima kasih,Pelayanan
@CommuterLine Giliran masalah tumblr gercep sampe mecatin karyawan sendiri. Giliran gua yg hampir tiap hari komplen 5136 yg selalu telat ga pernah ditanggepin 5136 telat itu sampe gendong 3 kereta bekasi loh min saking seseknya padahal udah dikasih 12 sf tetep aja ga muat,Kepadatan
@CommuterLine dari cikarang delay sejam an ga jalan2 stuck di bekasi timur knp ya ya Allah capek,Keterlambatan
@CommuterLine kenapa kereta masih tertahan di stasiun Bekasi lama bgt ya.kshn yg berdiri,Keterlambatan
@CommuterLine @renalbachdian Manggarai numpuk banget itu tolong lebih becus lagi kerjanya.,Kepadatan
@CommuterLine Manggarai sudirman penumpang menumpuk apa ada delay jadwal.,Kepadatan
@CommuterLine @artonpower Kalo saya yg turun di situ sambil gendong balita ngeri kak mepeg bener. Tolong keluhan pelanggan direkap dan disampaikan ya kak ke atasannya,Keamanan
@CommuterLine Siang ini sekitar pukul 12:40 saya mau nyebrang pindah peron namun dihalang-halangi di stasiun Tebet oleh security a/n Ridwan padahal disitu saya ber-2 brg dgn ibu ibu msh muda jalannya jg msh gagah tp ibu ibu itu boleh lewat sementara saya ga boleh.,Pelayanan
@CommuterLine min tolong dong di jam sibuk untuk tangerang jgn di kasi 8 rangkaian dong. Apalagi td pemberangkatam 7.37 kereta penuh sesak lalu ngeremnya hampir selalu bikin penumpang teriak dan hampir jatuh. Untuk berat isi max 1 rangkaian itu brp ton dan berat kosong brp ton?,Keamanan
@CommuterLine hadeh gangguan mulu bikin telat terus,Keterlambatan
@CommuterLine Capek keles nunggu kereta sejam. Bisa kali diatur yang NORMAL NORMAL saja jadwalnya. Masa kereta manggarai masuk di jalur 5.,Keterlambatan
@CommuterLine Sdh di kereta min sedikit lg sampai st pondok cina. Mgk bisa dijarak max 7-10 menit spy ga numpuk penumpangnya &amp; msh ada ruang di kereta jd bisa masuk,Kepadatan
@CommuterLine min kenapa ya ketahan lama banget kereta JKT-BGR mau masuk ke stasiun Lenteng Agung,Keterlambatan
@CommuterLine Bekasi ada gangguan apa min? Ini di Tambun pada numpuk euy,Kepadatan
@CommuterLine Kereta bogor kenapa delay ya min?,Keterlambatan
@CommuterLine hari ini lama bangettttt nunggu kereta arah jakarta kota,Keterlambatan
@CommuterLine Ke 2x nya kaya gini. Untung bapa2 tadi ga kejepit. Emang boleh secepet itu naikin dan nurunin penumpang?,Keamanan
@CommuterLine min bisa gasih bangku prioritas dijaga security. manusia makin kesini makin gapunya akal,Pelayanan
@CommuterLine krl gangguan brp lama min ini numpuk di maggarai bjirr,Kepadatan
@CommuterLine Slmt sore ka st tanah Abang toilet wanita knp masih bau pesing ?jg lubangnya agak berwarna sedikit kuning ?,Kebersihan
@CommuterLine kenapa hari ini krl telat sekali padahal sudah hari kerja? Kereta 1653 telat hampir 10 menit. Harusnya 7.53 jadi 8.02 jadi berantakan semua numpuk di stasiun. Kenapa ga pernah berbenah sih Min? Cuma evaluasi2 aja dari kmrn complaint. Ga ada realisasinya.,Kepadatan
@CommuterLine naik CL saat jam sibuk itu serba salah pake masker engapp ga pake masker bau ketek kudanil... jadi kapan nih CL nambah rangkaian kereta ?,Kepadatan
@CommuterLine udah gila Hampir sejam gua nunggu di stasiun sudirman untuk ke Tanah abang Sampe penumpang bener bner numpuk! Ga ada sama skali himbauan kenapa ga dtg2 kretanya Sampe gw tanya satpam yg disana dia bilang gangguan At least diumumin dong!! Gila lu Org smpe lemes https://t.co/DK5RbdsNk7,Keamanan
@CommuterLine kacau bgt lu min engga ada antisipasi apa yaa,Pelayanan
@CommuterLine Halo min. Td (18 Agustus) sy tiba di st Duri (dari Taman Kota) pkl 22.43 wib. Seperti biasa nunggu kereta ke Bekasi/Cikarang tp kali ini lamaa bgt datang pkl 23.33. 50 menit min. Itu kenapa ya. ️ Dan kenapa jadwal di mlm sering gak sesuai aplikasi. Seringan telat.,Keterlambatan
@CommuterLine min yg bener aja masa Juanda - Gambir 20 menit dan sampai saat ini masih ketahan di Gambir. Mana kereta panas banget AC-nya ga dingin,Pelayanan
@CommuterLine kereta 7 KA 5167 kereta 6 &amp; 7 KA 1423B ada kecoa. Masa empat kali ketemu kecoa di dua rangkaian yg berbeda https://t.co/vub6hUgDWr,Kebersihan
@CommuterLine @wishingicouldd Saya juga mohon maaf atas ketidak nyamanan ini saya mewakili warga wakanda meminta maaf terhadap orang2 yg sudah saya dorong saat hendak keluar dari pintu KRL saking sesak nya meskipun ini mutlak bukan salah saya.yg salah pengelola KRL dan para pejabat yg otak nya dikit beut.,Kepadatan
@CommuterLine @KAI121 krl berhenti di tengah jalan duri ke tanah abang setengah jam lebih gw gak pernah telat kerja jadi telat. Kalau memang bakal delay gara2 stasiun tanah abangnya masala berhenti si stasiun sebelumnya aja biar bisa naik gojek. Ini ditengah jalan gabisa kemana,Keterlambatan
@CommuterLine Saya mau nyampein keluhan jadi saya naik kereta dari tanah abang mau transit ke manggarai pas lg ketahan sblm masuk st manggarai ada bapak2 pke kaca mata hitam pasang lagu batak di kereta cukup ganggu dan dia cekikikan ga jls ngeliat ke arah saya gatau -,Keamanan
@CommuterLine selalu &amp; lagi di jam sibuk krl jakarta kota yg beroperasi 8 rangkaian..smp cilebut aja ud padet..mungkin kl buat analisa jam traffic blm sempet di coba lihat cctv atau atau dicoba langsung aja @CommuterLine @BudiKaryaS biar sesuai tagline #beralihketranportasiumum,Kepadatan
@CommuterLine Kereta nambo skrg cuma 8 gerbong ac ga nyala .. kacau lu,Kepadatan
@CommuterLine kerja jadi telat mulu gegara kereta 5515 telat trus beberapa hari ini di tanah abang.,Keterlambatan
@CommuterLine @theodrdn Mana bukti perbaikannya penumpang numpuk terus jadwal ngaret eskalator ngadet,Kepadatan
@CommuterLine stasiun bojong gede masih bau min,Kebersihan
@CommuterLine ini kereta arah jakarta bogor ketahan lama di kalibata ada gangguan kah? Gak ada info apapun di kereta.,Keterlambatan
@CommuterLine woy ini kereta bekasi cikarang kenapa ngaret udah pada numpuk di tanah abang,Kepadatan
@CommuterLine bau pesing ini gerbang nya min... https://t.co/MbiDyW5b76,Kebersihan
@CommuterLine tolong dong diperbaiki kenapa jadwal kedatangan kereta selisihnya jauhhhh bgt. terutama kereta manggarai dengan jakarta kota 20 menit cuma untuk nunggu kereta selanjutnya. buang waktu bgt jadwal kedatangan berantakan. semua orang ngejar rush hour,Keterlambatan
@CommuterLine Malam kak kak tolong dong ini di gerbong 7 tujuan bogor laki2 gendut tidur menganggu saya yg duduk disebelahnya. Tolong lah mas security bangunin atau gimana. Saya udah sikut2 dan coba bangunin tp ga bangun2. Skrg ada di tj barat,Pelayanan
@CommuterLine Jir ini di cikarang udah numpuk bgt. Kasian yg pada pulang kerja (termasuk w) mau balik dari tadi kejebak Yg lewat malah kereta lokal mulu,Kepadatan
@CommuterLine Min charging corner d stasiun depok posisinya dekat sekali dengan area yg bocor. G bahaya ta? Bahkan ambalannya saja sampai basar kena percikan air lho Btw ini pihak stasiun apa tidak pernah nge-check ya? https://t.co/ApWmzPmfQ6,Keamanan
@CommuterLine KRL Via Pasar Senen hari ini rame banget udh kyk ikan pepes. Tolong lah biasa 12 rangkaian aja udah dempet dempetan banget tadi malah cuma 10 rangkaian. Mana keretanya juga jarang. Udah April masih jelek aja managementnya lol,Kepadatan
@CommuterLine @_ayya03 Kesiapan sarana kok bisa numpuk kaya gtu itu mah ga siap namanya,Kepadatan
@CommuterLine @jalur5_ gila yah ini udah telat lebih dari 25 menit dari parung panjang! terjadi penumpuka penumpang di parung pajang yang biasanya dilayani 2-3 kereta skrg semua numpuk jadi 1. udh dari minggu lalu gini terus!!! WASTE OF TIME!!,Keterlambatan
@CommuterLine Oh delay hampir 10 menit itu normal ya bagi kalian? Pantesan. Delay 30 menit pun masih dihitung normal. https://t.co/J4ez0o0tcN,Keterlambatan
@CommuterLine ini gerbong gerbong k 3 1 11 32 rute jogja palur baunya kurang enak ya. Agak pesing dan campur rokok bisa ditindak untuk hygiene sanitasinya jam 15.25,Kebersihan
@CommuterLine Kenapa kereta yang biasanya berangkat dari cilebut 6:57 ga ada? Dihilangkan tanpa info? Ga paham hari ini ada yang masuk? Cilebut numpuk parah. Maunya duit doang ga mau kasih layanan?,Kepadatan
@CommuterLine Tolong dong dikaji ulang jadwal baru nya. Kacau bgt. Mau sampe kapan para penumpang jd ikan pindang gini?,Kepadatan
@CommuterLine info keberangkatan kereta di stasiun Duri. Katanya ada gangguan ya,Keterlambatan
@CommuterLine krl bekasi harusnya berangjat 8.14 malah TELAT 10 MENIT baru berangkat 8.24 alhasil krl jadi penuh sesak....ini kenapa ya? Bisa telat 10 menit????.,Kepadatan
@CommuterLine masih pagi udah minta maaf aje.. Jalur Rangkas udah delay 10 menit lebih ini gak dilewatin KAJJ apalagi alesannya? Kalo servis kalian kacrut begini malah mestinya tarif kalian DITURUNKAN!,Keterlambatan
@CommuterLine schedule MRI-KP.Bandan kok yg 5.51 aktualnya ga ada ya? Daei stasiun bekasi. Saya naik 06.02 aja dari bekasi itu tujuan angke. Tolong lbh sesuai dong kak min dg aktual di jadwal. Kereta padat bgt dan penuh sesak. Blm lg masinisnya beneran gas-rem jelek bgt. https://t.co/y0ubbWwKzs,Kepadatan
@CommuterLine lampu trotoar st tanah abang mati gelap bgt. tolong cepet perbaikin tkt banyak copet/kejahatan lainnya https://t.co/upHET7TWAD,Keamanan
@CommuterLine maaf min tweet malam hari cuman sedih aja tadi malem pulang dari stasiun haurpugur. Jalan ke pintu gerbang ya ampun licin banget tanah merah mau sampai kapan kaya gini bahaya banget kalo sampe ada yang jatoh. Sepatu sih jelas kotor banget akibat tanah merah :),Keamanan
@CommuterLine @tanyakanrl Tinggiin peronnya lu ga tau min gmn rasanya klo bumil mau naik n turun kereta dr situ???? Ngeri jatoh tau w pas hamil dlu klo mau turun hrs pegangan sama pinggiran pintu dlu. Tidak ramah lansia bumil dan disabilitas bintang 1!,Keamanan
@CommuterLine sy pengguna harian dr stasiun bekasi jadwal baru sungguh kacau jadwal di aplikasi tdk terbukti di kenyataan. Jadwal berendeng arah manggarai dr cikarang tp yg dr bekasi nunggu setengah jam lebih br dtg dan berangkatnya telat pula sedih pisan kaum komuter ini,Keterlambatan
@CommuterLine keselamatan masinis utama agar penumpangpun aman. Kaca tanpak pecah pintu masinis tdk bs d tutup dr luar atas semua gerbong korosi atau kotor ya pembanding ada nih. Id pembuatan/kir terbaru bersih. Yuk d tunggu tkz https://t.co/WmxRu2JsUE,Keamanan
@CommuterLine Kenapa 1011B delay parah? Ga dijawab? Kenapa ga pernah ada evaluasi?,Keterlambatan
@CommuterLine serius bisa delay lama banget ini jalannya,Keterlambatan
@CommuterLine Karena jujur sempit pol . Mobil cuma muat satu aja belum itu tangga kan lumayan tinggi banyak lansia dan ibu hamil kasian kenapa gaada lift? Sering juga kulihat eskalator nya pun kadang mati . Semoga cepat cepat dibenahi deh soalnya padat banget itu stasiun,Kepadatan
@CommuterLine duri udh numpuk min jadi kereta bisa ke cikarang kah? https://t.co/GiO61Agkz0,Kepadatan
@CommuterLine Arah Manggarai knapa ini ditahan sinyal masuk Tebet lama bgt... Makin kesini kok malah makin parah pelayanannya,Keterlambatan
@CommuterLine orang gelap gitu di ujung pindahinlah pintu masuk jangan depan musola jdi orang parkir bisa ke ujung2. Takut preman si susah!!,Keamanan
@CommuterLine Handling masalh ginian loe gagap pukimak kmrin KAI asal nindak orang dri twit ngawur skrg loe bertindak cuci tangan setelah sikap tolol lu ketahuan....sampah,Pelayanan
@CommuterLine Hati2 ya ni copet beraksi sekitaran mesjid Istiqlal-stasiun juanda gw hampir jatuh naik JPO Juanda krn berasa ada yg narik tas gw tangannya dia berhasil masuk ke resleting depan tas ransel gw (*bertatto) https://t.co/0d1BJsk4Q4,Keamanan
@CommuterLine kenapa sih bikin jadwal kereta 09.19 09.39 trs 09.42????? disuruh ngapain nih nunggu 20 menit dari 09.19 ke 09.39? nggak usah sok2 alasan bikin jadwal menyesuaikan banyaknya penumpang. kenyataannya di stasiun pada NUMPUK gegara jadwal aneh ini.,Kepadatan
@CommuterLine @haottr Normal dari dati tadi begini terus C ACCESS sama jadwal KA sama2 bapuk. 5051 delay lagi lin ckr makin kg pake otak delay setiap hari. Hasil evaluasi berkalanya mana ? https://t.co/6M3m7y4qBa,Keterlambatan
@CommuterLine imbas jadwal keberangkatan pada ngaret kereta dari bogor aja udah penuh banget. alamat jadi pepes nih,Kepadatan
@CommuterLine dasar tolol 2 kereta malah ngestuck di manggarai ini ditebet udah numpuk anjing https://t.co/rH5tZ7ADYj,Kepadatan
@CommuterLine peron di stasiun serpong bau septic tank banget disana ga ada petugas yang ngerasa janggal sama hal ini ya?,Kebersihan
@CommuterLine @chocobery18 Jadi kapan Commuter line bisa sesuai jadwal min ? Tiap Gapeka baru pasti kacau jadwal KCI,Keterlambatan
@CommuterLine min tolong cek dm ada ibu ibu ngobrolnga berisik bgt gada petugasnya di sini,Pelayanan
@CommuterLine min boleh dong layar display di pintu masuk alun alun ditulis jadwal pemberangkatan setiap jalur. nanya petugasnya 3x semua jawabannya beda beda. jadi trust issue kan nih! selain itu bisa bantu supaya lebih cepet juga mau pilih jadwal yang jam berapa.,Pelayanan
@CommuterLine Jadwal baru kacau bgt! Jadwal sebelum nya aja udah pepes skrg makin di gerpek lg pagi ini sampe ada yg pingsan di gerbong saking padetnyaaaaa!,Keamanan
@CommuterLine tolong dong ini securitynya mana deh di krl kp bandan - cikarang 5080. Ada penumpang cowo di KKW paling belakang. Udah gue panggilin ga denger2 petugasnya. Bolot banget,Pelayanan
@CommuterLine @aristoughteles Dih lu gak liat itu penuh sesek gitu yang ada keburu jalan tuh kereta sebelum turun. Lu pernah naik kereta juga gak sih pas rame gini? Hah,Kepadatan
@CommuterLine Min saya ada kereta lanjut an ke karawang kalo gangguan gini saya gabisa naik kereta terakhir tsb. Ini gimana? Ini sdh stuck di bekasi 1 jam loh,Keterlambatan
@CommuterLine Mksdnya biasanya udh standby dr jam 04.55 tp skr baru langsir jam 05.13 peronnya jd penuh sama penumpang yg mau naik jam 05.15,Kepadatan
@CommuterLine setiap berhenti sebentar di Stasiun Serpong perut langsung mules dan kepala pusing gara2 bau sampah. Ga kebayang orang2 yg tinggal di sekitar situ tiap hari nyium bau sampah????!!,Keamanan
@CommuterLine Depok kereta pertama di 8:00 kereta selanjutnya baru datang 8:15 di Manggarai kereta ke tng abang berangkat 8:55 kereta selanjutnya baru datang 9:08. Untuk nunggu kereta aja habis waktu 28 menit,Keterlambatan
